"Leaf_area_mm2"	"Nmass_mg_g"	"LMA_g_m2"	"Plant_height_m"	"Diaspore_mass_mg"	"SSD_combined_mg_mm3"
"Ranunculus arvensis"	-0.396046282471023	0.318269074330461	-1.06819881545768	-0.788943416070598	0.354826547357646	-1.98357912515112
"Ranunculus asiaticus"	NA	NA	NA	NA	-0.791187122546146	NA
"Ranunculus auricomus"	-0.0311602823542375	NA	-1.10434352495131	-0.878889237693544	-0.490582163142464	-1.81760307719858
"Ranunculus bilobus"	NA	NA	NA	-1.51590498884287	NA	NA
"Ranunculus biternatus"	NA	0.725362623072019	NA	NA	NA	NA
"Ranunculus bonariensis"	NA	NA	NA	NA	-0.805915091234163	NA
"Ranunculus brotherusii"	NA	1.47877992122694	NA	NA	NA	NA
"Ranunculus bulbosus"	-0.188236948810787	0.83550688673388	-0.526384256521728	-1.15720736914645	-0.336992688390373	-2.46846198863473
"Ranunculus californicus"	-0.994163180944734	NA	-0.0160215937164239	-1.43008820935714	-0.343155848569458	NA
"Ranunculus cantoniensis"	-0.304306761466269	NA	NA	-0.649840501554392	NA	NA
"Ranunculus carinthiacus"	NA	NA	NA	-1.58587729154249	NA	NA
"Ranunculus cassubicus"	NA	1.00178966543612	NA	NA	-0.780412796357221	NA
"Ranunculus circinatus"	-1.61789141114654	NA	-1.44928016154909	-0.777631628937586	-0.897728243871436	-1.80703787368332
"Ranunculus constantinopolitanus"	NA	NA	NA	NA	-0.277663053822473	NA
"Ranunculus cornutus"	NA	NA	NA	NA	-0.236270553918899	NA
"Ranunculus cortusifolius"	NA	NA	NA	-0.759739486759544	NA	NA
"Ranunculus crassifolius"	-0.413292520047234	1.45665230343343	-0.884811467229734	NA	-0.70457970133749	-1.70450213915698
"Ranunculus crassipes"	NA	NA	NA	NA	-0.633188161231589	NA
"Ranunculus enysii"	NA	-0.795375890285255	0.409533585464675	NA	NA	NA
"Ranunculus eschscholtzii"	NA	NA	NA	-0.915528568944899	-0.380476900408544	NA
"Ranunculus fascicularis"	-0.866346100097787	NA	-0.38489173089222	-1.43950639663448	-0.431944117299025	-1.75507711302941
"Ranunculus flammula"	-0.407967322884356	NA	-0.322214539288899	-0.943305535325865	-0.77546136707875	-1.77569089344361
"Ranunculus fluitans"	-0.341411280156855	1.08135761086403	-0.704151191134257	-0.852548136774659	-0.739450012923161	-2.06630341652358
"Ranunculus glaberrimus"	NA	NA	NA	-1.29089003015274	-0.0677720323394044	NA
"Ranunculus gmelinii"	NA	NA	-2.76114442909371	NA	NA	NA
"Ranunculus gramineus"	-0.993028789415662	-0.0141070042175841	0.0998414093433508	-1.39835758744306	-0.57457250732139	-1.1096665357852
"Ranunculus graniticola"	NA	NA	NA	NA	-0.445616210684851	NA
"Ranunculus hebecarpus"	NA	NA	NA	NA	-0.761915478161256	NA
"Ranunculus hederaceus"	-1.22463510281083	NA	-1.33794960743146	-1.36838373318655	NA	-2.10289199436789
"Ranunculus hirtus"	-0.556001497893946	-0.712222941398744	-0.296036347556194	NA	NA	NA
"Ranunculus hispidus"	NA	NA	NA	-0.412154991932669	0.542781927105343	NA
"Ranunculus hybridus"	NA	NA	NA	-1.631301809276	NA	NA
"Ranunculus hyperboreus"	NA	NA	NA	-0.915528568944899	-0.79849812675734	NA
"Ranunculus hystriculus"	NA	NA	NA	NA	-0.891067478377797	NA
"Ranunculus illyricus"	-1.00108667415876	NA	0.217763617647394	-0.806366863797302	-0.780412796357221	NA
"Ranunculus inamoenus"	-0.530330841792841	NA	NA	NA	NA	NA
"Ranunculus japonicus"	NA	NA	NA	NA	-0.652194754870759	NA
"Ranunculus kamchaticus"	-0.823927753609042	NA	-0.0876881442736124	NA	NA	NA
"Ranunculus krasnovii"	-1.07522692463513	NA	-0.704792432299364	NA	NA	NA
"Ranunculus kuepferi"	NA	NA	NA	-1.46878553351716	NA	NA
"Ranunculus laetus"	NA	NA	NA	NA	-0.518991862369836	NA
"Ranunculus lanuginosus"	0.699234331257589	NA	NA	-0.716810513159568	-0.277131077068657	-1.87133044173063
"Ranunculus lappaceus"	NA	-0.56029760707443	-0.130809484747186	NA	-0.0630261412229653	NA
"Ranunculus laxicaulis"	NA	NA	NA	-0.81679559002319	0.542781927105343	NA
"Ranunculus lingua"	0.278720131918443	NA	0.0551848183865585	-0.325429869037958	-0.380802344992541	-1.65524095066861
"Ranunculus lyallii"	NA	NA	NA	NA	-0.498100733502734	NA
"Ranunculus macounii"	NA	NA	NA	-0.915528568944899	-0.594197486562051	NA
"Ranunculus marginatus"	NA	NA	NA	NA	-0.171783902280255	NA
"Ranunculus meyeri"	NA	NA	NA	-1.71140531070374	NA	NA
"Ranunculus millanii"	NA	NA	NA	NA	-0.742741095590707	NA
"Ranunculus millefolius"	NA	NA	NA	NA	-0.63586055159196	NA
"Ranunculus monophyllus"	NA	NA	NA	-1.13510094796739	NA	NA
"Ranunculus monspeliacus"	NA	NA	NA	-1.02079923835968	NA	NA
"Ranunculus montanus"	-0.188037402468231	0.750579534291748	-1.04379076490947	-1.41172943025352	NA	-1.63588926105953
"Ranunculus muelleri"	NA	NA	NA	NA	-0.516863952480393	NA
"Ranunculus multifidus"	NA	NA	NA	-0.263538625450926	NA	NA
"Ranunculus multiscapus"	-1.41863569176706	NA	0.766011722185012	-1.88582387038307	NA	NA
"Ranunculus muricatus"	NA	NA	NA	-1.21363706156104	0.32881261113353	NA
"Ranunculus neapolitanus"	NA	NA	NA	NA	-0.0366012719483735	NA
"Ranunculus nivalis"	NA	1.0466688155976	-0.588625882278303	-1.88582387038307	NA	NA
"Ranunculus occidentalis"	NA	NA	NA	NA	-0.327518092688056	NA
"Ranunculus ololeucos"	NA	NA	NA	-2.0946724906915	NA	NA
"Ranunculus omiophyllus"	-0.678533244964107	NA	-1.16485080126576	-1.60488036830525	-0.856937394452461	-1.98357912515112
"Ranunculus ophioglossifolius"	-0.678533244964107	NA	NA	-1.01426154786661	-0.776871179516043	NA
"Ranunculus oreophilus"	-0.29335107794792	0.864994534460074	-0.250602400003112	-0.915528568944899	-0.580068948947161	-1.59776839710335
"Ranunculus orthorhynchus"	NA	NA	NA	NA	-0.333270769504517	NA
"Ranunculus pachycarpus"	NA	NA	NA	NA	-0.575286095525907	NA
"Ranunculus pachyrrhizus"	NA	-0.195305775805296	0.563748419925786	NA	NA	NA
"Ranunculus paludosus"	NA	NA	NA	-1.06177498801771	-0.871590056462429	NA
"Ranunculus parnassifolius"	NA	NA	NA	-1.56153467123829	NA	NA
"Ranunculus parviflorus"	-0.32141864787534	NA	NA	-1.26275216264637	-0.570547528420246	NA
"Ranunculus pedatifidus"	-2.47115454370939	NA	NA	-1.69593191178784	NA	NA
"Ranunculus peltatus"	-0.898634618510784	NA	-1.7281022370753	-2.0946724906915	-0.802193172348308	-2.21709399877386
"Ranunculus peltatus subsp. baudotii"	-0.678533244964107	NA	NA	-0.540167107737058	-0.872440158968686	NA
"Ranunculus penicillatus"	-1.64869711792948	1.84863542755183	-1.57025182439756	-0.0534351057483637	-0.800342314666888	-2.10289199436789
"Ranunculus pensylvanicus"	NA	NA	NA	-0.173907240919075	-0.530419918591564	NA
"Ranunculus pentandrus"	-1.08572234157937	NA	-1.38546750859485	-1.01426154786661	-0.725534676700974	NA
"Ranunculus peruvianus"	NA	1.22462244373681	-0.0769848206908568	NA	NA	NA
"Ranunculus platanifolius"	0.88448426135713	0.763377068384484	-0.584371018922007	-0.515467550947147	-0.552020198633714	-1.90431299699717
"Ranunculus polyanthemos"	0.563290075835038	NA	-0.63350266236796	-0.691163839012449	-0.249069920563985	-1.71450980948402
"Ranunculus praemorsus"	NA	NA	0.598161598513478	NA	NA	-1.75507711302941
"Ranunculus pseudohirculus"	-0.938138613217544	NA	-0.25347926749048	NA	NA	NA
"Ranunculus pulchellus"	NA	1.41047545337328	NA	NA	NA	NA
"Ranunculus pygmaeus"	NA	NA	NA	-1.98024182951309	NA	NA
"Ranunculus pyrenaeus"	-0.797679353095335	1.4246785021379	-0.0329405341016648	NA	NA	-1.52375123196274
"Ranunculus raeae"	NA	NA	NA	-0.540167107737058	NA	NA
"Ranunculus recurvatus"	NA	NA	NA	-0.540167107737058	-0.720451962383996	NA
"Ranunculus repens"	0.151814194390006	0.503025514881566	-0.898361224159593	-1.16287791434835	-0.354780341457262	-2.94080533129078
"Ranunculus reptans"	-1.51863227859094	NA	0.0216618254478472	-1.35197241306867	-0.804423073876784	-1.55117025116486
"Ranunculus rhomboideus"	-0.052215318871422	-0.628910450078358	-0.346774137263551	NA	-0.570547528420246	NA
"Ranunculus rionii"	NA	NA	-1.20958413609886	-0.78751645314051	NA	NA
"Ranunculus rufosepalus"	-0.975800709644481	NA	-0.438577348208671	NA	NA	NA
"Ranunculus sardous"	-0.281669962585546	NA	-1.42303322632592	-1.24921315449468	-0.553386719048041	-2.04229741083854
"Ranunculus scapigerus var. decurvus"	NA	NA	NA	NA	-0.563520943100872	NA
"Ranunculus sceleratus"	-0.0974944458031672	1.25872549881598	-0.987650225036427	-0.786093240445836	-0.901766716665319	-1.75507711302941
"Ranunculus seguieri"	NA	NA	NA	-1.56153467123829	NA	NA
"Ranunculus septentrionalis"	0.0396438846368771	NA	-1.48113869226323	-1.19517395105962	NA	-1.50568967519405
"Ranunculus sericophyllus"	NA	0.64222698572027	0.563748419925786	NA	NA	NA
"Ranunculus serpens"	0.372278850208183	NA	-0.962710190939951	-0.72057552567394	NA	-1.83891171852595
"Ranunculus serpens subsp. nemorosus"	NA	NA	NA	-0.939518582000817	-0.440103465194026	NA
"Ranunculus serpens subsp. polyanthemophyllus"	NA	NA	NA	-0.440682522700767	NA	NA
"Ranunculus sessiliflorus"	NA	NA	NA	NA	-0.849155355559899	NA
"Ranunculus sieboldii"	NA	NA	NA	NA	-0.680633270314309	NA
"Ranunculus strigulosus"	NA	NA	NA	-0.540167107737058	NA	NA
"Ranunculus thora"	0.597080595450367	0.459362609499251	-0.401637095936737	-1.18617321003045	-0.331789548235765	-1.57899151969116
"Ranunculus trichophyllus"	-0.579303477592096	1.43268326947705	-1.47398400024829	-1.13510094796739	-0.831968462407631	-1.86046250868706
"Ranunculus trichophyllus subsp. eradicatus"	NA	NA	-2.08431748566948	NA	NA	NA
"Ranunculus tripartitus"	NA	NA	NA	-2.0946724906915	NA	NA
"Ranunculus turneri"	NA	NA	NA	-0.759739486759544	NA	NA
"Ranunculus uncinatus"	NA	NA	NA	NA	-0.828833618969229	NA
"Ranunculus urvilleanus"	NA	NA	NA	NA	-0.534140245879525	NA
"Ranunculus velutinus"	NA	NA	NA	-0.887390701438529	NA	NA
"Ranunculus venetus"	NA	NA	NA	-0.705670030978532	NA	NA
"Ranunculus victoriensis"	NA	NA	NA	NA	-0.283820866330407	NA
"Ranunculus villarsii"	NA	NA	NA	-1.69593191178784	NA	NA
"Raoulia australis"	-3.06296938768338	NA	-0.507684326155858	-1.51046240917523	NA	NA
"Raoulia grandiflora"	-2.4644803180819	-1.04766113375097	1.01627781534709	NA	NA	NA
"Raoulia haastii"	NA	NA	NA	-1.88582387038307	NA	NA
"Raoulia hookeri"	NA	NA	NA	-1.88582387038307	NA	NA
"Raoulia tenuicaulis"	-0.32141864787534	NA	NA	-1.26275216264637	NA	NA
"Rapanea achradifolia"	0.590036882216093	NA	NA	1.43659400797452	NA	0.939447766583948
"Rapanea acrantha"	0.77083330151086	NA	NA	1.47514898969089	NA	NA
"Rapanea australis"	-0.238673879350291	NA	-0.325914878698382	0.404563500505035	0.462579635520814	0.639666915598807
"Rapanea avenis"	NA	NA	NA	NA	NA	0.74128671235025
"Rapanea divaricata"	-1.27616784933454	NA	-0.46219776639461	0.0823330620905171	0.209300323053817	0.488836336108733
"Rapanea gilliana"	NA	NA	NA	NA	1.05928610923993	NA
"Rapanea hasseltii"	NA	NA	NA	NA	NA	0.538419529713088
"Rapanea hermogenesii"	1.01285651132424	-0.460557148417567	1.08222093670012	0.683709277823151	NA	0.13047174183364
"Rapanea melanophloeos"	0.115075449247872	-0.411726204532428	1.19805596057568	0.816508285461826	0.932940889822189	0.699604833911743
"Rapanea nummularia"	NA	-1.35882693814767	0.880921127401511	NA	0.442520510157589	NA
"Rapanea porosa"	NA	NA	NA	NA	0.383545041631801	NA
"Rapanea rhododendroides"	NA	NA	NA	NA	NA	0.768574220916346
"Rapanea salicina"	-0.592151166624422	NA	0.412467251103315	0.79023422022164	0.773579047299781	0.705215634235385
"Rapanea subsessilis"	0.38341288388103	NA	NA	1.56586607764417	0.541172612599628	NA
"Rapanea variablis"	0.175457520814975	NA	0.678086270401465	0.862545758172596	0.741913592243754	0.973795778934799
"Raphanus caudatus"	NA	NA	NA	NA	0.545186449576274	NA
"Raphanus raphanistrum"	0.661053656525115	NA	-0.933269039275821	-0.83984298818728	0.418238460645052	-2.06630341652358
"Raphanus raphanistrum subsp. landra"	NA	NA	NA	NA	1.05185318516123	NA
"Raphanus raphanistrum subsp. rostratus"	NA	NA	NA	NA	0.965375408178855	NA
"Raphanus raphanistrum subsp. sativus"	0.955209080369827	NA	-0.58552744064703	-0.495157716216766	0.323619923106648	-2.10289199436789
"Raphia hookeri"	NA	NA	NA	NA	4.21541817978297	NA
"Raphia vinifera"	NA	NA	NA	0.983385158273373	NA	NA
"Raphidophora sp"	1.50906547810462	NA	NA	1.35108413733456	NA	NA
"Rapistrum perenne"	NA	NA	NA	-0.695956189922413	NA	NA
"Rapistrum rugosum"	0.219607816877462	1.66890876118655	-0.91214568455947	-1.05239757415594	-0.471380191335739	-1.87133044173063
"Rapona tiliifolia"	NA	NA	NA	NA	0.619485025931757	NA
"Raputia alba"	NA	NA	NA	NA	NA	0.899415691751931
"Raputia magnifica"	NA	NA	NA	NA	NA	1.65991219284299
"Raspalia trigyna"	NA	NA	NA	NA	-0.773353903876377	NA
"Rastrophyllum pinnatipartitum"	NA	NA	NA	-0.540167107737058	NA	NA
"Ratibida columnaris"	NA	NA	NA	NA	-0.828443110296264	NA
"Ratibida columnifera"	-0.610846468630186	-0.219304675396532	-0.451977509867215	-0.297046143917183	-0.680925789093973	NA
"Ratibida pinnata"	-0.389926944393928	-1.81294608732826	-0.11312185282466	-0.318792623495346	-0.723304775172498	-1.3339480444496
"Ratibida tagetes"	NA	NA	NA	-0.915528568944899	-0.776871179516043	NA
"Raukaua anomalus"	-1.24772043816613	NA	-0.833117939427323	0.0339124092561141	0.21135147446134	NA
"Raukaua laetevirens"	NA	NA	NA	0.65736788351011	-0.197294094651677	NA
"Raukaua simplex"	0.147490535479512	NA	0.181001598873713	0.229185292172597	NA	0.507582279116571
"Rauvolfia amsoniifolia"	NA	NA	NA	NA	NA	0.240975761721643
"Rauvolfia andina"	0.380442289089018	NA	NA	NA	NA	NA
"Rauvolfia caffra"	NA	NA	NA	1.73410808068905	1.673859231869	-0.0525562708485744
"Rauvolfia javanica"	NA	NA	NA	NA	NA	-0.292708651041423
"Rauvolfia littoralis"	0.842510694565612	0.917513371823899	-1.22139465167134	0.351939773293473	NA	0.0530549060018032
"Rauvolfia macrantha"	0.922806835647284	NA	NA	NA	NA	NA
"Rauvolfia mannii"	NA	NA	NA	-0.0265589925164498	NA	NA
"Rauvolfia mombasiana"	NA	NA	NA	0.143632700475607	1.02747318173435	NA
"Rauvolfia nana"	NA	NA	NA	-1.21363706156104	NA	NA
"Rauvolfia nitida"	NA	NA	NA	0.791007285475875	NA	NA
"Rauvolfia paraensis"	NA	0.694760584152384	NA	NA	NA	0.311222649027877
"Rauvolfia pentaphylla"	0.380442289089018	NA	NA	NA	NA	NA
"Rauvolfia praecox"	0.717138436829883	1.69973524993289	-1.9702467864105	1.73410808068905	NA	-0.0276572375680403
"Rauvolfia purpurascens"	0.939371462815441	NA	-1.37993609279986	NA	NA	0.0331966185197912
"Rauvolfia sprucei"	0.922806835647284	NA	NA	NA	NA	NA
"Rauvolfia sumatrana"	NA	NA	NA	NA	NA	0.240975761721643
"Rauvolfia tetraphylla"	NA	NA	NA	NA	0.493040856554385	NA
"Rauvolfia vomitoria"	0.289277775023401	0.694760584152384	NA	0.414872759013799	0.87562285392365	NA
"Rauwenhoffia leichhardtii"	0.38341288388103	NA	NA	NA	NA	NA
"Ravenala madagascariensis"	2.97842778396054	NA	NA	1.23790721938044	1.61351263307901	NA
"Ravenia urbanii"	NA	NA	NA	NA	NA	1.24517924879516
"Ravensara polyneura"	NA	NA	NA	NA	NA	0.13047174183364
"Rawsonia lucida"	NA	NA	NA	0.79023422022164	1.29022191238137	0.873959616573998
"Razafimandimbisonia humblotii"	-1.48324292359506	NA	0.758475929293529	NA	NA	NA
"Reaumuria alternifolia"	NA	NA	NA	NA	-0.592225377797529	NA
"Reaumuria hirtella"	NA	NA	NA	NA	-0.472157944663381	NA
"Reaumuria kaschgarica"	NA	NA	NA	-1.13510094796739	NA	NA
"Reaumuria soongarica"	-2.50602419860215	0.410033726449508	0.689524737445599	-0.67356102860394	NA	NA
"Reaumuria trigyna"	NA	NA	NA	-1.02520196276223	NA	NA
"Recchia mexicana"	NA	NA	NA	NA	2.0502524918078	NA
"Recordoxylon amazonicum"	NA	NA	NA	NA	NA	1.02180971376028
"Recordoxylon speciosum"	NA	0.298449581212486	-0.111714566004315	1.45885424632845	NA	1.019437669516
"Reevesia botingensis"	NA	NA	NA	0.983385158273373	NA	NA
"Reevesia glaucophylla"	NA	NA	NA	1.23790721938044	0.595655913647818	NA
"Reevesia lancifolia"	NA	NA	NA	1.08211813719508	NA	NA
"Reevesia longipetiolata"	NA	NA	NA	1.47958601958199	NA	NA
"Reevesia orbicularifolia"	NA	NA	NA	0.983385158273373	NA	NA
"Reevesia pubescens"	NA	NA	NA	1.50082529546989	NA	0.411942730829548
"Reevesia rotundifolia"	NA	NA	NA	1.23790721938044	NA	NA
"Reevesia rubronervia"	NA	NA	NA	0.862545758172596	NA	NA
"Reevesia thyrsoidea"	NA	NA	NA	1.47958601958199	0.808204144893655	-0.142371096414284
"Regelia ciliata"	NA	-1.19819029746526	1.17543934457701	NA	-0.575286095525907	NA
"Regelia cymbifolia"	NA	NA	NA	NA	-0.723304775172498	NA
"Regelia inops"	NA	NA	NA	NA	-0.540772238360923	NA
"Regelia megacephala"	NA	NA	NA	NA	0.122124107644416	NA
"Regelia velutina"	NA	NA	NA	NA	-0.237499273815492	NA
"Rehdera trinervis"	NA	-0.637947703585565	0.950798901566885	NA	NA	0.884183086756315
"Rehderodendron indochinense"	NA	NA	NA	1.5783189985037	NA	NA
"Rehderodendron kwangtungense"	NA	NA	NA	1.35874661948121	NA	NA
"Rehderodendron kweichowense"	NA	NA	NA	1.35874661948121	NA	NA
"Rehderodendron macrocarpum"	NA	NA	NA	1.35874661948121	NA	NA
"Reichardia crystallina"	NA	NA	NA	-0.759739486759544	NA	NA
"Reichardia ligulata"	NA	NA	NA	-0.759739486759544	NA	NA
"Reichardia picroides"	NA	NA	NA	-0.915528568944899	-0.701524399181411	NA
"Reichardia tingitana"	NA	NA	NA	-1.13510094796739	NA	NA
"Reineckea carnea"	NA	NA	NA	NA	-0.366991812272228	NA
"Reinhardtia gracilis"	NA	NA	NA	-0.0439662464284405	1.81819721055969	NA
"Reinwardtia indica"	NA	NA	NA	-0.263538625450926	NA	NA
"Reinwardtiodendron celebicum"	NA	NA	NA	NA	NA	0.899415691751931
"Reinwardtiodendron humile"	-0.136209451837743	0.701673651276177	-0.0683716823853838	0.706756675987241	NA	1.04536839095497
"Reissantia angustipetala"	NA	NA	NA	NA	0.995986703314861	NA
"Reissantia indica"	0.514626115867369	NA	NA	0.627176141397469	NA	NA
"Reissantia parviflora"	NA	NA	NA	0.550967593801886	NA	NA
"Relhania fruticosa"	NA	NA	NA	NA	-0.840689630087994	NA
"Relhania pungens"	NA	NA	NA	NA	-0.791187122546146	NA
"Remijia amazonica"	NA	NA	NA	NA	NA	0.345393828041283
"Remijia densiflora"	NA	NA	NA	NA	-0.692466435443424	NA
"Remijia morilloi"	0.447565647328541	-3.42643658089761	2.44073359009849	NA	NA	NA
"Remijia pacimonica"	1.74906823977848	NA	NA	NA	NA	NA
"Remijia roraimae"	0.922806835647284	NA	NA	NA	NA	NA
"Renealmia cernua"	NA	NA	-1.14658484617269	NA	NA	NA
"Renealmia mexicana"	NA	NA	NA	0.111822835756914	NA	NA
"Renistipula galeottii"	NA	NA	NA	0.608023697065532	-0.918247047082908	0.13047174183364
"Rennellia speciosa"	NA	NA	NA	0.313036435675781	NA	NA
"Rennera limnophila"	NA	NA	NA	NA	-0.686515652217801	NA
"Reseda alba"	-0.00130891272721619	NA	-0.86287350220475	-0.614545564680545	-0.794099002897692	-2.06630341652358
"Reseda amblyocarpa"	NA	NA	NA	NA	-0.93239803875265	NA
"Reseda aucheri"	NA	NA	NA	NA	-0.922920701401841	NA
"Reseda glauca"	-1.735468186873	0.481632466411791	0.373351138913556	-1.54396992764148	NA	NA
"Reseda jacquinii"	NA	NA	-0.9505268152614	NA	NA	-1.92662442052897
"Reseda lutea"	-0.152349442991	NA	-0.400248625035577	-0.770679901655169	-0.687996873486554	-1.87133044173063
"Reseda luteola"	-0.12446458220561	NA	-0.538258885795514	-0.432482980910311	-0.843898177219343	-1.80703787368332
"Reseda odorata"	NA	NA	NA	-1.13240003404618	-0.587328100319658	NA
"Reseda phyteuma"	-0.775189325492539	2.04734306746764	-0.240950839393099	-1.08595454535212	-0.451188987252126	-1.70450213915698
"Reseda scoparia"	-1.35526778052569	NA	NA	-0.462132143170303	NA	NA
"Reseda sphenocleoides"	NA	NA	NA	NA	-0.913615688858144	NA
"Reseda stricta"	NA	NA	NA	NA	-0.832755182917812	NA
"Reseda suffruticosa"	NA	NA	NA	-0.759739486759544	NA	NA
"Reseda villosa"	NA	NA	NA	-0.759739486759544	NA	NA
"Restio bifarius"	NA	NA	NA	NA	-0.294022431865154	NA
"Restio bifurcus"	NA	NA	NA	NA	-0.516863952480393	NA
"Restio brachiatus"	NA	NA	NA	NA	-0.77020889273575	NA
"Restio dispar"	NA	NA	NA	NA	-0.208213622030707	NA
"Restio fastigiatus"	NA	NA	NA	-0.456689563502659	-0.791187122546146	NA
"Restio festuciformis"	NA	NA	NA	NA	-0.845510026082796	NA
"Restio ocreatus"	NA	NA	NA	NA	-0.343155848569458	NA
"Restio pachystachyus"	NA	NA	NA	NA	-0.26530550771526	NA
"Restio paniculatus"	NA	NA	NA	NA	-0.832755182917812	NA
"Restio quadratus"	NA	NA	NA	NA	-0.759521667490119	NA
"Restio quinquefarius"	NA	NA	NA	NA	-0.716986650588758	NA
"Restio sieberi"	NA	NA	NA	NA	-0.318792193462234	NA
"Restio similis"	NA	NA	NA	NA	-0.918247047082908	NA
"Restio strobilifer"	NA	NA	NA	NA	-0.646691889042693	NA
"Restio subverticillatus"	NA	NA	NA	NA	-0.437369202637571	NA
"Restio triticeus"	NA	NA	NA	NA	-0.643962487420515	NA
"Retama monosperma"	-1.35526778052569	NA	NA	-0.0439662464284405	1.52529147975746	NA
"Retama raetam"	NA	NA	NA	NA	1.30074235644359	NA
"Retama sphaerocarpa"	NA	NA	3.54901457557889	0.487184296964755	1.24791107747032	NA
"Retanilla stricta"	NA	NA	NA	NA	2.8090269628214	NA
"Retanilla trinervia"	NA	0.796298708351732	NA	NA	0.704657604493636	NA
"Retiniphyllum concolor"	0.447565647328541	-1.95383086728349	1.26948564293952	NA	NA	NA
"Retiniphyllum truncatum"	0.515803901256994	-2.18066891956482	0.836459366997649	0.487184296964755	NA	NA
"Retrophyllum minus"	NA	NA	NA	0.3313952147794	NA	-0.326190337545486
"Retrophyllum rospigliosii"	NA	NA	NA	NA	NA	0.175448928010154
"Retrophyllum vitiense"	-1.35526778052569	NA	NA	NA	2.75114473876939	-0.529758135593384
"Reutealis trisperma"	NA	NA	NA	NA	3.19902687633498	-0.155556195592886
"Reyesia chilensis"	NA	NA	NA	NA	-0.93239803875265	NA
"Reyesia juniperoides"	NA	NA	NA	NA	-0.909025868037816	NA
"Reynoutria japonica"	0.862472266056429	0.32816488597994	0.0608916501024956	0.0135229093321938	-0.540772238360923	-1.70450213915698
"Reynoutria sachalinensis"	1.71538163486147	1.37418778451498	NA	0.3313952147794	-0.732930668822382	NA
"Rhabdodendron amazonicum"	0.955136026596848	NA	0.365123397791188	1.50082529546989	NA	0.33179915243442
"Rhabdodendron macrophyllum"	NA	NA	NA	NA	NA	1.02180971376028
"Rhagadiolus stellatus"	NA	NA	NA	-1.08843295754371	-0.617957600384096	NA
"Rhagodia baccata var. candolleana"	NA	NA	NA	NA	-0.462519965059545	NA
"Rhagodia crassifolia"	NA	NA	NA	NA	-0.500151884910256	NA
"Rhagodia parabolica"	NA	NA	NA	NA	-0.654968537222676	NA
"Rhagodia preissii"	NA	NA	NA	NA	-0.476456845468474	NA
"Rhagodia spinescens"	-1.82241060290544	NA	0.635458492440174	-0.610419585722033	-0.511582568238131	NA
"Rhagodia ulicina"	-1.86639371431316	NA	0.665821708047231	-0.263538625450926	NA	NA
"Rhamnella caudata"	NA	NA	NA	0.487184296964755	NA	NA
"Rhamnella forrestii"	NA	NA	NA	0.487184296964755	NA	NA
"Rhamnella franguloides"	NA	NA	NA	0.926329055009727	NA	NA
"Rhamnella gilgitica"	NA	NA	NA	0.487184296964755	NA	NA
"Rhamnella julianae"	NA	NA	NA	0.608023697065532	NA	NA
"Rhamnella martinii"	NA	NA	NA	0.862545758172596	NA	NA
"Rhamnella wilsonii"	NA	NA	NA	0.862545758172596	NA	NA
"Rhamnidium elaeocarpum"	0.403960589562012	0.741018369681763	0.657277128589185	1.27166040231461	NA	0.16802641706311
"Rhamnoneuron balansae"	NA	NA	NA	0.487184296964755	NA	NA
"Rhamnus alaternus"	-1.07384505868602	0.532509245864104	1.14452674379056	0.305325655336643	0.517419180811692	0.866255682651074
"Rhamnus alnifolia"	NA	NA	NA	0.200075690604272	0.257234929654141	NA
"Rhamnus alpina"	-0.115006405997626	0.651332562135498	-0.539745810320754	0.373239204192416	NA	0.0921583351973473
"Rhamnus alpinafallax"	NA	NA	NA	-0.0439662464284405	NA	NA
"Rhamnus arguta"	NA	0.457729143675963	NA	0.298463488093732	NA	NA
"Rhamnus aurea"	NA	NA	NA	-0.263538625450926	NA	NA
"Rhamnus bodinieri"	NA	NA	NA	0.3313952147794	NA	NA
"Rhamnus brachypoda"	NA	NA	NA	0.3313952147794	NA	NA
"Rhamnus bungeana"	NA	NA	NA	0.111822835756914	NA	NA
"Rhamnus caroliniana"	-0.32141864787534	NA	NA	1.41036014307722	NA	NA
"Rhamnus cathartica"	-0.334881723453793	0.539472821634979	-0.334512414084016	0.38169433938394	0.600104474226193	0.651230665610762
"Rhamnus coriophylla"	NA	NA	NA	0.487184296964755	NA	NA
"Rhamnus crenulata"	NA	NA	NA	-0.0439662464284405	NA	NA
"Rhamnus crocea"	-1.23268829480241	0.0977374598126616	0.68048604523987	0.140303336693649	0.0873381454132896	0.899415691751931
"Rhamnus davurica"	NA	NA	NA	0.64090484228913	0.599745217215238	0.311222649027877
"Rhamnus dumetorum"	NA	NA	NA	0.608023697065532	NA	NA
"Rhamnus erythroxylon"	NA	NA	NA	0.111822835756914	NA	NA
"Rhamnus esquirolii"	NA	NA	NA	0.608023697065532	NA	NA
"Rhamnus flavescens"	NA	NA	NA	0.111822835756914	NA	NA
"Rhamnus formosana"	NA	NA	NA	0.983385158273373	NA	NA
"Rhamnus fulvotincta"	NA	NA	NA	0.111822835756914	NA	NA
"Rhamnus gilgiana"	NA	NA	NA	0.111822835756914	NA	NA
"Rhamnus glandulosa"	0.334685902876451	-0.335618801330673	0.832001626489624	0.983385158273373	NA	0.411942730829548
"Rhamnus globosa"	NA	0.369520164650485	-0.969658011231124	0.435218663043389	NA	NA
"Rhamnus grandiflora"	NA	NA	NA	0.3313952147794	NA	NA
