"Genus","Species","SI_status"
"Physaria","ludoviciana","SI"
"Carex","lugens","SC"
"Lepismium","lumbricoides","SI"
"Solanum","lumholtzianum","SC"
"Tephrosia","lupinifolia","SC"
"Medicago","lupulina","SC"
"Prunus","lusitanica","SI"
"Drosophyllum","lusitanicum","SC"
"Catananche","lutea","SC"
"Cistanche","lutea","SC"
"Cleome","lutea","SC"
"Cobaea","lutea","SC"
"Cordia","lutea","PSI"
"Corydalis","lutea","SI"
"Nelumbo","lutea","SC"
"Reseda","lutea","SI"
"Rhexia","lutea","SC"
"Vicia","lutea","SC"
"Dierama","luteoalbidum","SI"
"Solanum","luteoalbum","SC"
"Mussaenda","luteola","SI"
"Reseda","luteola","SC"
"Vigna","luteola","SC"
"Manettia","luteorubra","PSI"
"Pycnospora","lutescens","SC"
"Circaea","lutetiana","SC"
"Lupinus","luteus","SC"
"Phaseolus","luteus","SC"
"Boechera","lyallii","SC"
"Solanum","lycocarpum","SI"
"Solanum","lycopersicoides","SI"
"Solanum","lycopersicum","SC"
"Azorella","lycopodioides","PSI"
"Chaetanthera","lycopodioides","SC"
"Pentachaeta","lyonii","SI"
"Berlandiera","lyrata","SI"
"Biscutella","lyrata","SC"
"Cardamine","lyrata","SI"
"Callisia","macdougalii","SC"
"Piper","macedoi","SI"
"Erica","mackaiana","SC"
"Grevillea","macleyana","SC"
"Ranunculus","maclovianus","SC"
"Puccinellia","macquariensis","SC"
"Aloe","macra","PSI"
"Acacia","macracantha","PSI"
"Holocarpha","macradenia","SI"
"Conostegia","macrantha","SI"
"Senna","macranthera","PSI"
"Cypripedium","macranthos","SC"
"Poikilacanthus","macranthus","SC"
"Senecio","macranthus","SI"
"Agave","macroacantha","SI"
"Abronia","macrocarpa","SI"
"Brassica","macrocarpa","SI"
"Melilotus","macrocarpa","SC"
"Rhynchosia","macrocarpa","SC"
"Stylosanthes","macrocarpa","SC"
"Aspidosperma","macrocarpon","SI"
"Solanum","macrocarpon","SC"
"Pterocarpus","macrocarpus","SI"
"Stylosanthes","macrocephala","SC"
"Aechmea","macrochlamys","PSI"
"Taraxacum","macrocornuta","SI"
"Calibrachoa","macrodactylon","SI"
"Desmodium","macrodesmum","SC"
"Lycium","macrodon","SI"
"Miconia","macrodon","SI"
"Pentaclethra","macroloba","PSI"
"Cardamine","macrophylla","SI"
"Leucaena","macrophylla","SI"
"Dendrobium","macrophyllum","SC"
"Thyrsanthenum","macrophyllum","SC"
"Shorea","macroptera","SI"
"Cymbidium","macrorhizon","SC"
"Lotononis","macrosepala","SC"
"Neoregelia","macrosepala","PSI"
"Rhododendron","macrosepalum","PSI"
"Oenothera","macrosiphon","SI"
"Chenopodium","macrospermum","SC"
"Dimorphandra","macrostachya","PSI"
"Dendrobium","macrostachyum","SC"
"Megraphrynium","macrostachyum","SC"
"Hypochaeris","maculata","PSI"
"Lotononis","maculata","SC"
"Oeceoclades","maculata","SC"
"Viola","maculata","SC"
"Arum","maculatum","PSI"
"Conium","maculatum","SC"
"Geranium","maculatum","PSI"
"Peperonia","maculosa","SC"
"Senecio","madagascariensis","SI"
"Mayaca","madida","PSI"
"Madia","madioides","SC"
"Arachis","mag","SC"
"Astragalus","magdalee","SI"
"Acaena","magellanica","SC"
"Draba","magellanica","SC"
"Gentianella","magellanica","SC"
"Nassauvia","magellanica","SI"
"Noccaea","magellanica","SC"
"Primula","magellanica","SC"
"Saxifraga","magellanica","SC"
"Vicia","magellanica","SC"
"Viola","magellanica","SC"
"Polypsecadium","magellanicum","SC"
"Lathyrus","magellanicus","PSI"
"Senecio","magellanicus","SI"
"Solanum","maglia","SI"
"Columnea","magnifica","SC"
"Senecio","magnificus","SI"
"Myrcia","magnoliifolia","SI"
"Swietenia","mahagoni","SC"
"Prunus","mahaleb","PSI"
"Incarvillea","mairei","SC"
"Arachis","major","SC"
"Coreopsis","major","SI"
"Lotus","major","PSI"
"Neptunia","major","SC"
"Vinca","major","SI"
"Ammi","majus","SC"
"Phyllanthus","majus","SI"
"Liparis","makinoana","SI"
"Chrysanthemum","makinoi","PSI"
"Derris","malaccensis","SC"
"Stephanomeria","malheurensis","SC"
"Sidalcea","malviflora","SI"
"Gamochaeta","malvinensis","SC"
"Erica","mammosa","PSI"
"Solanum","mammosum","SC"
"Solanum","manabiense","SC"
"Fragaria","mandshurica","SI"
"Acacia","mangium","SC"
"Dendrobium","mannii","SI"
"Petunia","mantiqueirensis","SI"
"Zornia","marajoara","SC"
"Macrotyloma","maranguense","SC"
"Ipomoea","marcellia","SI"
"Espeletia","marcescens","SI"
"Rhodanthemum","maresii","SI"
"Glyptopleura","marginata","SC"
"Rosa","marginata","SC"
"Pseudobombax","marginatum","SI"
"Solanum","marginatum","SC"
"Aeschynomene","margita","SC"
"Rhexia","mariana","PSI"
"Silybum","marianum","SC"
"Viviania","marifolia","SI"
"Helianthemum","marifolium","SI"
"Cassia","marilandica","SI"
"Medicago","marina","SC"
"Spergularia","marina","SC"
"Zostera","marina","PSI"
"Cladium","mariscus","SC"
"Armeria","maritima","SC"
"Cakile","maritima","SI"
"Coreopsis","maritima","SI"
"Lasthenia","maritima","SC"
"Lobularia","maritima","SI"
"Nicotiana","maritima","SC"
"Pallenis","maritima","SC"
"Plantago","maritima","SC"
"Trigonella","maritima","SC"
"Pancratium","maritimum","SC"
"Tripleurospermum","maritimum","SI"
"Aegle","marmelos","SC"
"Lathyrus","marmora","SC"
"Bertolonia","marmorata","SC"
"Quesnelia","marmorata","SI"
"Calendula","maroccana","SI"
"Lilium","martagon","SI"
"Senna","martia","PSI"
"Ottonia","martiana","SI"
"Senna","martiana","SI"
"Jacquemontia","martii","SI"
"Macroptilium","martii","SC"
"Pavonia","martii","SC"
"Trifolium","masaiense","PSI"
"Ononis","masquillierii","PSI"
"Solanum","maternum","SI"
"Helianthus","mathewsii","SI"
"Matricaria","matricarioides","SC"
"Hesperis","matronalis","SC"
"Cortusa","matthioli","SI"
"Trifolium","mattirolianum","SI"
"Gibasis","matudae","SC"
"Bidens","mauiensis","SC"
"Solanum","mauritianum","SC"
"Topobea","maurofernandeziana","SC"
"Brassica","maurorum","SI"
"Glycine","max","SC"
"Cucurbita","maxima","PSI"
"Kallstroemia","maxima","SC"
"Rhynchosia","maxima","SC"
"Helianthus","maximiliani","PSI"
"Lotononis","maximiliani","SC"
"Aloe","mayottensis","PSI"
"Zea","mays","SC"
"Flaveria","mcdougallii","SI"
"Asclepias","meadii","SI"
"Acacia","mearnsii","PSI"
"Isotria","medeoloides","SC"
"Briza","media","SI"
"Hydrocotyle","medicaginoides","SC"
"Medicago","medicaginoides","SC"
"Trifolium","medium","SI"
"Perezia","megalantha","SI"
"Selenicereus","megalanthus","SC"
"Cestrum","megalophyllum","SI"
"Nicotiana","megalosiphon","SC"
"Goethalsia","meiantha","SI"
"Witheringia","meiantha","SI"
"Trifolium","meironense","SC"
"Besleria","melancholica","PSI"
"Rhynchosia","melanocarpa","SC"
"Acacia","melanoceras","SI"
"Vicia","melanops","SC"
"Solanum","melanospermum","SC"
"Acacia","melanoxylon","SC"
"Solanum","melissarum","SI"
"Centaurea","melitensis","PSI"
"Cucumis","melo","PSI"
"Turnera","melochioides","SC"
"Solanum","melongena","SC"
"Chloraea","membranacea","SC"
"Cotula","membraneacea","SC"
"Restrepia","mendozae","SI"
"Banksia","menziesii","SI"
"Bidens","menziesii","SC"
"Dubautia","menziesii","SI"
"Erysimum","menziesii","SC"
"Tolmiea","menziesii","SI"
"Bidens","menziessii","SC"
"Ribes","menziessii","SI"
"Trigonella","mesopotamica","SC"
"Melilotus","messanensis","SC"
"Cheirolophus","metlesicsii","SI"
"Calendula","meuselii","PSI"
"Stylosanthes","mexica","SC"
"Cedrela","mexicana","SC"
"Euchlaena","mexicana","SC"
"Fragaria","mexicana","SC"
"Hulsea","mexicana","SI"
"Witheringia","mexicana","SI"
"Semialarium","mexicanum","SI"
"Lepidium","meyenii","SC"
"Daphne","mezereum","SI"
"Crotalaria","micans","SC"
"Vicia","michauxii","SC"
"Oncidium","michrochilum","SI"
"Ayenia","micrantha","SI"
"Bidens","micrantha","SC"
"Calibrachoa","micrantha","SI"
"Calycadenia","micrantha","SC"
"Daphnandra","micrantha","PSI"
"Dendroseris","micrantha","SI"
"Gymnarrhena","micrantha","SC"
"Lipochaeta","micrantha","SC"
"Lotononis","micrantha","SC"
"Mikania","micrantha","SI"
"Onobrychis","micrantha","SC"
"Phyodina","micrantha","SC"
"Trema","micrantha","PSI"
"Polemonium","micranthum","SC"
"Trifolium","micranthum","SC"
"Lotus","micranthus","SC"
"Cestrum","microcalyx","SI"
"Columnea","microcalyx","PSI"
"Camelina","microcarpa","SC"
"Indigofera","microcarpa","SC"
"Taeckholmia","microcarpa","SI"
"Ageratum","microcarpum","SI"
"Osteospermum","microcarpum","SI"
"Lupinus","microcarpus","SC"
"Dubautia","microcephala","SI"
"Helianthus","microcephalus","SI"
"Sonchus","microcephalus","SC"
"Trifolium","microdon","SC"
"Solanum","microdontum","SI"
"Lasthenia","microglassa","SI"
"Lasthenia","microglossa","SC"
"Draba","micropetala","SC"
"Boechera","microphylla","SC"
"Comolia","microphylla","PSI"
"Coriaria","microphylla","SC"
"Lysiloma","microphylla","PSI"
"Porlieria","microphylla","SC"
"Sophora","microphylla","SC"
"Antirrhinum","microphyllum","SI"
"Cercidium","microphyllum","SI"
"Desmodium","microphyllum","SC"
"Nasturtium","microphyllum","SC"
"Helianthus","microphyllus","SC"
"Anathallis","microphyta","SI"
"Zaluzianskya","microsiphon","SI"
"Nicotiana","miersii","SC"
"Piper","mikanianum","SI"
"Ranunculus","millanii","SC"
"Achillea","millefolium","SI"
"Chamaecrista","mimosoides","SC"
"Daviesia","mimosoides","PSI"
"Arnoseris","minima","SC"
"Draba","minima","SC"
"Hemizonella","minima","SC"
"Medicago","minima","SC"
"Rhynchosia","minima","SC"
"Vigna","minima","SC"
"Lycium","minimum","SC"
"Centunculus","minimus","SC"
"Senecio","minimus","SC"
"Bonyunia","minor","SI"
"Cotula","minor","SC"
"Lagophylla","minor","SI"
"Lasthenia","minor","SI"
"Lemna","minor","SC"
"Leptinella","minor","SC"
"Pogonia","minor","SC"
"Svitramia","minor","SC"
"Vantanea","minor","SI"
"Vinca","minor","SI"
"Deinandra","minthornii","SI"
"Arctium","minus","SC"
"Miconia","minutiflora","SC"
"Ononis","minutissima","SC"
"Mazus","miquelii","PSI"
"Tradescantia","mirandae","SC"
"Tragopogon","mirus","PSI"
"Tragopogon","miscellus","SC"
"Dalbergia","miscolobium","PSI"
"Astragalus","miser","PSI"
"Senecio","miser","SI"
"Bidens","mitis","SI"
"Erythrina","mitis","PSI"
"Manettia","mitis","PSI"
"Ononis","mitissima","SC"
"Chaetanthera","moenchioides","SC"
"Deinandra","mohavensis","SC"
"Senecio","mohavensis","SC"
"Marshallia","mohri","SI"
"Simsia","molinae","SI"
"Clerodendrum","molle","SC"
"Piper","mollicomum","PSI"
"Aeschynomene","mollicula","SC"
"Desmodium","molliculum","SC"
"Achyrachaena","mollis","SC"
"Calycadenia","mollis","SI"
"Cratylia","mollis","SC"
"Helianthus","mollis","PSI"
"Persoonia","mollis","SI"
"Primula","mollis","SC"
"Vicia","mollis","SC"
"Acacia","mollissima","SC"
"Jatropha","mollissima","PSI"
"Galium","mollugo","SC"
"Bidens","molokaiensis","SC"
"Spondias","mombin","SI"
"Anagallis","monelli","SC"
"Taraxacum","mongolicum","SI"
"Ammopiptanthus","mongolicus","SC"
"Dendrobium","monile","SI"
"Alysicarpus","monilifer","SC"
"Astragalus","monoensis","SI"
"Crataegus","monogyna","PSI"
"Linum","monogynum","SI"
"Amphicarpaea","monoica","SC"
"Indigofera","monophylla","SC"
"Marantochloa","monophylla","SC"
"Severina","monophylla","SC"
"Habenaria","monorrhiza","SC"
"Habenaria","monorrhize","SC"
"Butea","monosperma","PSI"
"Neptunia","monosperma","SC"
"Retama","monosperma","SI"
"Tradescantia","monosperma","SC"
"Medicago","monspelia","SC"
"Genista","monspessula","SC"
"Genista","monspessulana","PSI"
"Monoculus","monstrosus","SC"
"Adesmia","monta","SC"
"Erythrina","monta","SI"
"Adesmia","montana","PSI"
"Arnica","montana","PSI"
"Centaurea","montana","SI"
"Condalia","montana","PSI"
"Roupala","montana","PSI"
"Townsendia","montana","SI"
"Tripogandra","montana","SI"
"Lepidium","montanum","SI"
"Linanthus","montanus","SI"
"Vicia","montbretii","SC"
"Aeschynomene","montevidensis","SC"
"Stylosanthes","montevidensis","SC"
"Medicago","montha","SC"
"Vicia","montha","SC"
"Uvaria","monticola","SI"
"Astragalus","montii","SC"
"Astragalus","monumentalis","SC"
"Solanum","morelliforme","SC"
"Passiflora","morifolia","PSI"
"Chrysanthemum","morifolium","PSI"
"Asplundia","moritziana","PSI"
"Coespeletia","moritziana","SI"
"Espeletia","moritziana","PSI"
"Pilosocereus","moritzianus","PSI"
"Piriqueta","morongii","SC"
"Inga","mortonia","PSI"
"Inga","mortoniana","SI"
"Witheringia","mortonii","SI"
"Cassia","moschata","SI"
"Dendrobium","moschatum","SI"
"Rhododendron","moulmainense","SI"
"Passiflora","muchronata","SI"
"Adesmia","mucronata","PSI"
"Earina","mucronata","SC"
"Dendrobium","mucronatum","SI"
"Grevillea","mucronulata","PSI"
"Adesmia","mucrota","SC"
"Crotalaria","mucrota","SC"
"Comanthera","mucugensis","SC"
"Calopogonium","mucunoides","SC"
"Brachyscome","muelleri","SC"
"Desmodium","muelleri","SC"
"Ranunculus","muelleri","SC"
"Leontodon","muellerii","SI"
"Carlquistia","muirii","SI"
"Leucaena","multicapitula","SI"
"Eriophyllum","multicaule","PSI"
"Tillandsia","multicaulis","SI"
"Bergeranthus","multiceps","SI"
"Potentilla","multifida","SC"
"Aploleia","multiflora","SC"
"Heliomeris","multiflora","SI"
"Jacquemontia","multiflora","PSI"
"Rosa","multiflora","SI"
"Spermacoce","multiflora","PSI"
"Tripogandra","multiflora","SI"
"Agropyron","multiflorum","SC"
"Lolium","multiflorum","SI"
"Ribes","multiflorum","SI"
"Aster","multiflorus","SI"
"Cytisus","multiflorus","PSI"
"Phaseolus","multiflorus","PSI"
"Calycadenia","multiglandulosa","SI"
"Senna","multijuga","PSI"
"Bauhinia","multinervia","PSI"
"Taraxacum","multiscaposum","SI"
"Hippocrepis","multisiliquosa","SC"
"Protea","mundii","SI"
"Vigna","mungo","SC"
"Pseudobombax","munguba","SI"
"Layia","munzii","SI"
"Cicerbita","muralis","SC"
"Diplotaxis","muralis","SC"
"Draba","muralis","SC"
"Mycelis","muralis","PSI"
"Medicago","murex","SC"
"Adesmia","muricata","PSI"
"Banisteriopsis","muricata","PSI"
"Grevillea","muricata","PSI"
"Solanum","muricatum","PSI"
"Scorpiurus","muricatus","SC"
"Medicago","muricoleptis","SC"
"Restrepia","muscifera","PSI"
"Dionaea","muscipula","SC"
"Jatropha","mutabilis","PSI"
"Lupinus","mutabilis","SC"
"Nicotiana","mutabilis","SI"
"Aechmea","mutica","PSI"
"Hyoscyamus","muticus","SC"
"Solanum","myriacanthum","SC"
"Zornia","myriade","SC"
"Acacia","myrtifolia","PSI"
"Vaccinium","myrtillus","PSI"
"Escallonia","myrtoidea","SI"
"Festuca","myuros","SC"
"Eschweilera","nana","SI"
"Grindelia","nana","SI"
"Hulsea","nana","SI"
"Maresia","nana","SC"
"Ursinia","nana","SC"
"Blennosperma","nanum","SI"
"Rhexia","nashii","SI"
"Erucastrum","nasturtiifolium","SI"
"Coleotrype","natalensis","SI"
"Zaluzianskya","natalensis","SI"
"Dendrobium","nathanielis","SI"
"Phyodina","navicularis","SC"
"Monochaetum","neglectum","SC"
"Helianthus","neglectus","SI"
"Begonia","nelumbiifolia","SC"
"Solanum","nemophilum","SC"
"Centaurea","nemoralis","SI"
"Oclemena","nemoralis","SC"
"Solidago","nemoralis","SI"
"Solidago","nemorallis","SI"
"Anemone","nemorosa","SC"
"Draba","nemorosa","SC"
"Arctium","nemorosum","SC"
"Desmodium","nemorosum","SC"
"Vriesea","neoglutinosa","SC"
"Oenothera","neomexicana","SC"
"Desmodium","neomexicanum","SC"
"Melilotus","neopolitanus","SC"
"Trembleya","neopyrenaica","PSI"
"Solanum","neorickii","SC"
"Solanum","neovavilovii","SI"
"Coriaria","nepalensis","SC"
"Potentilla","nepalensis","SC"
"Espeletia","nerifolia","SI"
"Dendroseris","neriifolia","SI"
"Espeletia","neriifolia","SI"
"Protea","neriifolia","SI"
"Libanothamnus","neriifolius","SI"
"Ludwigia","nervosa","PSI"
"Mouriri","nervosa","SC"
"Turnera","nervosa","SI"
"Erysimum","nervosum","SC"
"Tetramerium","nervosum","SC"
"Rubus","nessensis","SC"
"Biscutella","neustriaca","SI"
"Senecio","nevadensis","SI"
"Erica","nevillei","SI"
"Euphorbia","nicaeensis","SC"
"Renealmia","nicolaioides","SC"
"Chamaecrista","nictitans","PSI"
"Hyoscyamus","niger","SC"
"Centaurea","nigra","PSI"
"Morus","nigra","SC"
"Prosopis","nigra","PSI"
"Helianthus","nigrescens","SI"
"Solanum","nigrescens","SC"
"Trifolium","nigrescens","SI"
"Gasteria","nigricans","SI"
"Kennedia","nigricans","SC"
"Vicia","nigricans","SC"
"Ardisia","nigropunctata","SC"
"Solanum","nigrum","SC"
"Verbascum","nigrum","SI"
"Fragaria","nilgerrensis","SC"
"Ranunculus","niphophilus","SC"
"Fragaria","nipponica","SI"
"Nervilia","nipponica","SC"
"Phyllanthus","niruri","PSI"
"Lathyrus","nissolia","SC"
"Eucalyptus","nitens","PSI"
"Tococa","nitens","SC"
"Brunfelsia","nitida","SI"
"Nothofagus","nitida","PSI"
"Astragalus","nitidiflorus","SC"
"Astragalus","nitidilorus","SC"
"Sauroglossum","nitidum","SC"
"Carthamus","nitidus","SC"
"Rubus","nivaeus","SC"
"Draba","nivalis","SC"
"Saxifraga","nivalis","PSI"
"Dryandra","nivea","SI"
"Helianthus","niveus","SI"
"Astragalus","nivicola","SC"
"Dendrobium","nobile","SC"
"Hepatica","nobilis","SC"
"Nicotiana","noctiflora","SI"
"Silene","noctiflora","SC"
"Cestrum","nocturnum","SC"
"Convolvulus","nodiflorus","SI"
"Cymodocea","nodosa","SI"
"Tabebuia","nodosa","SI"
"Medicago","noea","SC"
"Vicia","noea","SC"
"Impatiens","noli-tangere","SC"
"Zostera","noltii","SC"
"Hyacinthoides","non-scripta","PSI"
"Menonvillea","nordenskjoeldii","SC"
"Benthamiella","nordenskjoldii","SI"
"Marica","northiana","SI"
"Draba","norvegica","SC"
"Potentilla","norvegica","SC"
"Aster","novae-angliae","SI"
"Symphyotrichum","novae-angliae","SI"
"Pachycladon","novae-zelandiae","SC"
"Aster","novaeangliae","SI"
"Aster","novi-belgii","SI"
"Symphyotrichum","novi-belgii","SI"
"Fragaria","nubicola","SI"
"Eriophyllum","nubigenum","SC"
"Coreopsis","nudata","SI"
"Linanthus","nudatus","SI"
"Papaver","nudicaule","SI"
"Aechmea","nudicaulis","SI"
"Enceliopsis","nudicaulis","SI"
"Nicotiana","nudicaulis","SC"
"Parrya","nudicaulis","SC"
"Teesdalia","nudicaulis","SC"
"Enceliopsis","nudicaullis","SI"
"Daviesia","nudiflora","SI"
"Murdannia","nudiflora","SI"
"Solanum","nudum","PSI"
"Coreopsis","nuecensis","SI"
"Coreopsis","nuecensoides","SI"
"Lysimachia","nummularia","SI"
"Myrteola","nummularia","SC"
"Stylidium","nungarinense","SI"
"Picris","nuristanica","SI"
"Lupinus","nus","SC"
"Allium","nutans","SI"
"Alpinia","nutans","SI"
"Carduus","nutans","SC"
"Encelia","nutans","SI"
"Harmonia","nutans","SI"
"Silene","nutans","PSI"
"Helianthus","nuttallii","PSI"
"Oenothera","nuttallii","SC"
"Rhexia","nuttallii","SI"
"Gibasis","oaxacana","SC"
"Holocarpha","obconica","SI"
"Hegnera","obcordata","SC"
"Physaria","obcordata","SI"
"Swartzia","oblata","PSI"
"Nothofagus","obliqua","PSI"
"Piptadenia","obliqua","PSI"
"Solanum","obliquum","SI"
"Aster","oblongifolius","SI"
"Dipterocarpus","oblongifolius","SC"
"Desmodium","oblongum","SC"
"Amasonia","obovata","SC"
"Magnolia","obovata","PSI"
"Marshallia","obovata","SC"
"Packera","obovata","SI"
"Cassia","obtusifolia","SC"
"Nicotiana","obtusifolia","SC"
"Protea","obtusifolia","SI"
"Sideroxylon","obtusifolium","SI"
"Taraxacum","obtusilobium","SI"
"Taraxacum","obtusilobum","SI"
"Erysimum","occidentale","SI"
"Trifolium","occidentale","SC"
"Cephalanthus","occidentalis","SI"
"Helianthus","occidentalis","PSI"
"Hymenocallis","occidentalis","SI"
"Nicotiana","occidentalis","SC"
"Petunia","occidentalis","SC"
"Platanus","occidentalis","SC"
"Rubus","occidentalis","SC"
"Senna","occidentalis","SC"
"Turnera","occidentalis","SC"
"Solanum","occultum","SI"
"Handroanthus","ochraceus","SI"
"Solanum","ochranthum","SI"
"Acianthera","ochreata","PSI"
"Lathyrus","ochrus","SC"
"Rivina","octandrum","SC"
"Cuphea","odonellii","PSI"
"Bidens","odorata","SI"
"Castalia","odorata","SC"
"Delairea","odorata","SI"
"Iberis","odorata","SC"
"Monotropsis","odorata","SI"
"Reseda","odorata","SI"
"Anthoxanthum","odoratum","PSI"
"Ribes","odoratum","SI"
"Lathyrus","odoratus","SC"
"Rubus","odoratus","SI"
"Senecio","odoratus","SI"
"Asteriscus","odorus","SC"
"Inga","oerstedia","PSI"
"Inga","oerstediana","SI"
"Dendrobium","officinale","SI"
"Jasminum","officinale","SC"
"Nasturtium","officinale","SC"
"Pulmonaria","officinale","SI"
"Sisymbrium","officinale","SC"
"Taraxacum","officinale","SC"
"Zingimber","officinale","SI"
"Borrago","officinalis","SI"
"Calendula","officinalis","PSI"
"Melilotus","officinalis","PSI"
"Psychotria","officinalis","SI"
"Mandragora","officinarum","SI"
"Pilosella","officinarum","SI"
"Tradescantia","ohiensis","SC"
"Liatris","ohlingerae","SI"
"Titanotrichum","oldhamii","PSI"
"Dipteryx","oleifera","SI"
"Moringa","oleifera","SI"
"Grevillea","oleoides","PSI"
"Salvadora","oleoides","PSI"
"Portulaca","oleracea","SC"
"Brassica","oleraceae","SI"
"Portulaca","oleraceae","SC"
"Sonchus","oleraceus","PSI"
"Zinnia","oligantha","SI"
"Solanum","olympicum","SC"
"Actinotus","omnifertilis","SC"
"Cordia","oncocalyx","SI"
"Aster","ontarionis","SI"
"Solanum","opacum","SC"
"Polygonum","opelousanum","SC"
"Turnera","opifera","SI"
"Calycadenia","oppositifolia","SI"
"Chuquiraga","oppositifolia","SI"
"Flaveria","oppositifolia","SI"
"Jaltomata","oppositifolia","SC"
"Saxifraga","oppositifolia","PSI"
"Medicago","orbicularis","SC"
"Zornia","orbiculata","SC"
"Bixa","orellana","SC"
"Oenothera","organensis","SI"
"Sisymbrium","orientale","SC"
"Taraxacum","orientalia","SI"
"Bunias","orientalis","SC"
"Capsella","orientalis","SC"
"Conringia","orientalis","SC"
"Platanus","orientalis","SC"
"Turnera","orientalis","SC"
"Salpichroa","origanifolia","SI"
"Abrophyllum","ornans","SI"
"Trachymene","ornata","SC"
"Chrysanthemum","ornatum","SI"
"Lotus","ornithopodioides","SC"
"Ononis","ornithopodioides","SC"
"Dalea","orta","SC"
"Medicago","orthoceras","SC"
"Astranthium","orthopodum","SC"
"Sonchus","ortunoi","SI"
"Leersia","oryzoides","SC"
"Narthecium","ossifragum","SC"
"Astragalus","osterhouti","SC"
"Nicotiana","otophora","SC"
"Acaena","ovalifolia","SC"
"Derris","ovalifolia","PSI"
"Alysicarpus","ovalifolius","SC"
"Shorea","ovalis","SC"
"Rhus","ovata","SI"
"Waltheria","ovata","PSI"
"Senecio","ovatus","SC"
"Carthamus","oxycantha","SI"
"Draba","oxycarpa","SC"
"Solanum","oxycarpum","SC"
"Vaccinium","oxycoccos","PSI"
"Astragalus","oxyglottis","SC"
"Solanum","oxyphyllum","SI"
"Brassica","oxyrrhina","SC"
"Pilosocereus","pachycladus","SI"
"Dendrobium","pachyglossum","SI"
"Lupinus","pachylobus","SC"
"Dendrobium","pachyphyllum","SI"
"Calendula","pachysperma","SC"
"Chrysanthemum","pacificum","PSI"
"Calliandra","pakaraimensis","SC"
"Vicia","palaesti","SC"
"Calendula","palaestina","SC"
"Trifolium","palaestinum","SC"
"Carthamus","palaestinus","SC"
"Lotus","palaestinus","SC"
"Lupinus","palaestinus","SC"
"Tetragonolobus","palaestinus","SC"
"Draba","palanderiana","SI"
"Sapranthus","palanga","SI"
"Dubautia","paleata","SI"
"Solanum","palinacanthum","SI"
"Primula","palinuri","SI"
"Leontodon","palisiae","SI"
"Solanum","palitans","SC"
"Erysimum","pallasii","SC"
"Trifolium","pallescens","SI"
"Alstroemeria","pallida","PSI"
"Echinacea","pallida","SI"
"Erythrina","pallida","SC"
"Impatiens","pallida","SC"
"Leucaena","pallida","SI"
"Oenothera","pallida","PSI"
"Prosopis","pallida","SC"
"Terminalia","pallida","SI"
"Tradescantia","pallida","SC"
"Lycium","pallidum","SI"
"Trifolium","pallidum","SI"
"Tacinga","palmadora","SC"
"Petasites","palmatus","SI"
"Sonchus","palmensis","SI"
"Encelia","palmeri","SI"
"Flaveria","palmeri","SI"
"Coreopsis","paludosa","SI"
"Crepis","paludosa","SI"
"Phoenix","paludosa","SI"
"Leucanthemum","paludosum","SI"
"Cirsium","palustre","SC"
"Comarum","palustre","SC"
"Ledum","palustre","SC"
"Arachis","palustris","SC"
"Caperonia","palustris","SC"
"Epipactis","palustris","PSI"
"Hottonia","palustris","SI"
"Lotus","palustris","SC"
"Rorippa","palustris","SC"
"Dipteryx","pamensis","PSI"
"Pachyrhizus","pamensis","SC"
"Aphelandra","panamensis","SC"
"Dendrobium","panduriferum","SI"
"Aeschynomene","paniculata","SC"
"Neslia","paniculata","SC"
"Nicotiana","paniculata","SC"
"Nietneria","paniculata","SC"
"Polygala","paniculata","SC"
"Ruellia","paniculata","SC"
"Stephanomeria","paniculata","SC"
"Uniola","paniculata","SI"
"Sclerolobium","paniculatum","PSI"
"Solanum","paniculatum","SI"
"Vicia","pannonica","SC"
"Carica","papaya","SC"
"Lepidium","papilliferum","SC"
"Carex","papyrus","SC"
"Tibouchina","papyrus","PSI"
"Citrus","paradisi","PSI"
"Acacia","paradoxa","SC"
"Bulbostylis","paradoxa","SC"
"Centradenia","paradoxa","SC"
"Echinacea","paradoxa","SI"
"Helianthus","paradoxus","SI"
"Arachis","paraguariensis","SC"
"Schizolobium","parahyba","PSI"
"Stigmaphyllon","paralias","SI"
"Hillia","parasitica","PSI"
"Dendrobium","parcum","SI"
"Lilium","pardalinum","SI"
"Boechera","parishii","SC"
"Dendrobium","parishii","SI"
"Lycium","parishii","PSI"
"Paphiopedilum","parishii","SC"
"Cestrum","parqui","SI"
"Lilium","parryi","SI"
"Townsendia","parryi","SI"
"Asimina","parviflora","PSI"
"Calibrachoa","parviflora","SC"
"Galinsoga","parviflora","SC"
"Hesperaloe","parviflora","SI"
"Impatiens","parviflora","SC"
"Matthiola","parviflora","SI"
"Rhexia","parviflora","SI"
"Trembleya","parviflora","PSI"
"Vicia","parviflora","SC"
"Cyrtopodium","parviflorum","SC"
"Eriosema","parviflorum","SC"
"Araeococcus","parviflorus","SI"
"Linanthus","parviflorus","SI"
"Lotus","parviflorus","SC"
"Rubus","parviflorus","SI"
"Heliopsis","parvifolia","SI"
"Melochia","parvifolia","PSI"
"Capsicum","parvifolium","SC"
"Adesmia","parvirolia","SC"
"Taraxacum","parvula","SI"
"Lilium","parvum","SI"
"Centrosema","pascuorum","SC"
"Chamaecrista","pascuorum","SC"
"Desmanthus","paspalaceus","SC"
"Hieracium","patagonicum","SC"
